Wall time,Step,Value
1685382763.399808,49,0.24915023148059845
1685382768.0702434,99,0.19929900765419006
1685382772.3818734,149,0.2516670227050781
1685382776.1014938,199,0.19761385023593903
1685382779.7493048,249,0.08663231134414673
1685382784.9702013,299,0.16092181205749512
1685382788.9304771,349,0.1718052476644516
1685382792.5669398,399,0.10008089989423752
1685382796.510148,449,0.1387595534324646
1685382801.6880522,499,0.12835055589675903
1685382805.3114629,549,0.08828242868185043
1685382808.927076,599,0.13469722867012024
1685382813.1697216,649,0.10924109071493149
1685382818.9550595,699,0.13431209325790405
1685382822.5985706,749,0.20533761382102966
1685382826.257108,799,0.15187260508537292
1685382831.331406,849,0.10552610456943512
1685382835.3372762,899,0.12410157918930054
1685382838.9642453,949,0.1134788990020752
1685382842.734394,999,0.09196177124977112
1685382848.1028516,1049,0.1343892216682434
1685382851.724128,1099,0.05774087458848953
1685382855.3299575,1149,0.08019861578941345
1685382859.4958243,1199,0.11642931401729584
1685382864.3759718,1249,0.11284515261650085
1685382868.0725522,1299,0.1303786337375641
1685382871.7156014,1349,0.06105171889066696
1685382876.3464243,1399,0.06825949251651764
1685382880.9345796,1449,0.06631327420473099
1685382884.5959988,1499,0.07696005702018738
1685382888.2554383,1549,0.10575821995735168
1685382893.4326205,1599,0.061239391565322876
1685382897.3138537,1649,0.1395326852798462
1685382900.9935443,1699,0.09066027402877808
1685382904.8849938,1749,0.17501477897167206
1685382910.1713712,1799,0.07500199228525162
1685382913.835971,1849,0.08325108885765076
1685382917.4833894,1899,0.05873465538024902
1685382921.561093,1949,0.18019582331180573
1685382926.4746616,1999,0.12213544547557831
1685382930.0957227,2049,0.15578985214233398
1685382933.713363,2099,0.10162395983934402
1685382938.3422394,2149,0.067745141685009
1685382943.2326903,2199,0.10014326125383377
1685382946.8526,2249,0.06893229484558105
1685382950.440894,2299,0.07107468694448471
1685382955.6912045,2349,0.08667734265327454
1685382959.7123005,2399,0.10592061281204224
1685382963.4156795,2449,0.06252849102020264
1685382967.4023697,2499,0.1474488079547882
1685382972.5507946,2549,0.0569399818778038
1685382976.2052717,2599,0.10885558277368546
1685382979.8235698,2649,0.06142958253622055
1685382984.0728285,2699,0.07627926766872406
1685382988.8229458,2749,0.0422821044921875
1685382992.458543,2799,0.0896570011973381
1685382996.091557,2849,0.06515264511108398
1685383001.017049,2899,0.07006508857011795
1685383005.237375,2949,0.070405513048172
1685383008.8509545,2999,0.12308716028928757
1685383012.4568079,3049,0.13392576575279236
1685383017.8485558,3099,0.079153873026371
1685383021.5597854,3149,0.05691777169704437
1685383025.1862614,3199,0.1158086359500885
1685383029.2881527,3249,0.13540880382061005
1685383034.3352075,3299,0.11627992987632751
1685383038.0902789,3349,0.02986212633550167
1685383041.7705147,3399,0.10127025842666626
1685383046.2467883,3449,0.0997806191444397
1685383050.857895,3499,0.1190885603427887
1685383054.4872289,3549,0.1404675990343094
1685383058.1753035,3599,0.04479333758354187
1685383063.1986835,3649,0.04092065989971161
1685383067.1920717,3699,0.08415468037128448
1685383070.8168235,3749,0.08553236722946167
1685383074.5400083,3799,0.06685132533311844
1685383079.9121401,3849,0.1360301375389099
1685383083.585787,3899,0.07615365087985992
1685383087.323913,3949,0.08251368254423141
1685383091.7273207,3999,0.1478300392627716
1685383096.612427,4049,0.09291259199380875
1685383100.2600737,4099,0.10856325179338455
1685383103.9362364,4149,0.1452420949935913
1685383108.6708176,4199,0.061971552670001984
1685383113.0559351,4249,0.04600413143634796
1685383116.7077007,4299,0.1054745465517044
1685383120.3588536,4349,0.07937796413898468
1685383125.4616694,4399,0.037894606590270996
1685383129.4379244,4449,0.09689726680517197
1685383133.022617,4499,0.13607856631278992
1685383136.6712103,4549,0.11520795524120331
1685383142.0020006,4599,0.0441938117146492
1685383145.6405184,4649,0.08000372350215912
1685383149.3308764,4699,0.09403795003890991
1685383153.5825372,4749,0.07414191216230392
1685383158.444198,4799,0.050082989037036896
1685383162.0828547,4849,0.10870185494422913
1685383165.6584673,4899,0.12392262369394302
1685383170.128782,4949,0.08535192906856537
1685383174.6594942,4999,0.07309355586767197
1685383178.2860131,5049,0.0924774557352066
1685383181.9970355,5099,0.06008487194776535
1685383186.9641051,5149,0.059344980865716934
1685383191.1991353,5199,0.06247495859861374
1685383194.8736942,5249,0.1212901622056961
1685383198.5509567,5299,0.06805218756198883
1685383203.977191,5349,0.028099294751882553
1685383207.674356,5399,0.051611460745334625
1685383211.34722,5449,0.053594693541526794
1685383215.4459188,5499,0.077741339802742
1685383220.3747275,5549,0.09369141608476639
1685383223.9450088,5599,0.11211992055177689
1685383227.5919867,5649,0.12337746471166611
1685383231.863786,5699,0.09716244041919708
1685383236.5097003,5749,0.03865406662225723
1685383240.1548219,5799,0.11996903270483017
1685383243.7956266,5849,0.09474329650402069
1685383248.5165553,5899,0.06106008589267731
1685383252.676337,5949,0.08836711943149567
1685383256.2725658,5999,0.13616067171096802
1685383259.8410356,6049,0.05902935937047005
1685383264.8612268,6099,0.12100639939308167
1685383268.8318036,6149,0.06689078360795975
1685383272.5138643,6199,0.08248692005872726
1685383276.3188212,6249,0.11985864490270615
1685383281.552546,6299,0.06747101992368698
1685383285.2332134,6349,0.06018707528710365
1685383288.8580782,6399,0.07067395746707916
1685383293.1570377,6449,0.12321368604898453
1685383297.8354506,6499,0.0193401500582695
1685383301.515884,6549,0.08020280301570892
1685383305.0876095,6599,0.07995627075433731
1685383309.7393367,6649,0.07910507917404175
1685383313.9654775,6699,0.0630156621336937
1685383317.5173395,6749,0.07752761244773865
1685383321.1080358,6799,0.07382778078317642
1685383326.234832,6849,0.1193522959947586
1685383330.0430446,6899,0.05927577614784241
1685383333.7558415,6949,0.11898310482501984
1685383337.4848602,6999,0.06918344646692276
1685383342.5826666,7049,0.06910290569067001
1685383346.172553,7099,0.14849017560482025
1685383349.7815986,7149,0.1155601292848587
1685383353.8124387,7199,0.08688969910144806
1685383358.7094185,7249,0.0583457425236702
1685383362.337218,7299,0.05155126750469208
1685383365.975202,7349,0.09774347394704819
1685383370.3927987,7399,0.10310366749763489
1685383374.8845613,7449,0.08002951741218567
1685383378.4828212,7499,0.0582328699529171
1685383382.0866902,7549,0.08028304576873779
1685383386.8887184,7599,0.10954847931861877
1685383390.9798431,7649,0.06808151304721832
1685383394.634205,7699,0.11478575319051743
1685383398.362289,7749,0.07364332675933838
1685383403.6000226,7799,0.08072168380022049
1685383407.2235286,7849,0.10180235654115677
1685383410.7887843,7899,0.06860481947660446
1685383414.7463858,7949,0.05213671177625656
1685383419.706616,7999,0.045639727264642715
1685383423.274832,8049,0.05774303525686264
1685383426.9819827,8099,0.11030380427837372
1685383431.409851,8149,0.0720459446310997
1685383435.9587486,8199,0.08098950237035751
1685383439.5671964,8249,0.09740333259105682
1685383443.1858654,8299,0.06498195976018906
1685383448.0260937,8349,0.09987800568342209
1685383452.1745129,8399,0.04628649353981018
1685383455.8428442,8449,0.1346312165260315
1685383459.4886384,8499,0.08982279151678085
1685383464.5309775,8549,0.1735876202583313
1685383468.3665817,8599,0.06418462842702866
1685383471.9650838,8649,0.10113631188869476
1685383475.6613052,8699,0.02998611330986023
1685383480.8127465,8749,0.062226325273513794
1685383484.4188366,8799,0.042468175292015076
1685383488.068567,8849,0.06847427785396576
1685383491.9964128,8899,0.05913835018873215
1685383496.9828007,8949,0.0968574583530426
1685383500.610721,8999,0.05390092730522156
1685383504.2002134,9049,0.024574346840381622
1685383508.4804695,9099,0.0657457634806633
1685383513.1286063,9149,0.04318111762404442
1685383516.8673453,9199,0.052312903106212616
1685383520.5128894,9249,0.05874199420213699
1685383525.3050518,9299,0.05075029283761978
1685383529.5484498,9349,0.10162386298179626
1685383533.139542,9399,0.10272347927093506
1685383536.7640948,9449,0.1012454405426979
1685383541.838302,9499,0.07290256768465042
1685383545.5875082,9549,0.07001899182796478
1685383549.283393,9599,0.09507082402706146
1685383553.0528388,9649,0.054866891354322433
1685383558.2477424,9699,0.0730682834982872
1685383561.81806,9749,0.07346975058317184
1685383565.3988757,9799,0.07650473713874817
1685383569.639109,9849,0.10537001490592957
1685383574.3788154,9899,0.05743085592985153
1685383578.0917377,9949,0.07041091471910477
1685383581.6974957,9999,0.05577676370739937
1685383586.6161418,10049,0.1302308440208435
1685383590.5926101,10099,0.06570494174957275
1685383594.1590366,10149,0.09244149178266525
1685383597.775022,10199,0.05217735841870308
1685383603.081983,10249,0.07145635783672333
1685383606.7880323,10299,0.08495019376277924
1685383610.4506476,10349,0.08102475851774216
1685383614.3497722,10399,0.07251713424921036
1685383619.3597474,10449,0.04003368318080902
1685383622.9820395,10499,0.06205498427152634
1685383626.5734296,10549,0.044038258492946625
1685383630.6489265,10599,0.10144741088151932
1685383635.4780438,10649,0.031031480059027672
1685383639.1441307,10699,0.08069510012865067
1685383642.7235274,10749,0.13459838926792145
1685383647.2274473,10799,0.04437113180756569
1685383651.532026,10849,0.08837708830833435
1685383655.123288,10899,0.1051303967833519
1685383658.706295,10949,0.0404822863638401
1685383663.5515065,10999,0.09004045277833939
1685383667.5499837,11049,0.08179450035095215
1685383671.3235009,11099,0.07387565076351166
1685383674.9564435,11149,0.06734742969274521
1685383680.215942,11199,0.03829790651798248
1685383683.8653994,11249,0.07888525724411011
1685383687.5123236,11299,0.06580271571874619
1685383691.5274274,11349,0.03544583544135094
1685383696.4365885,11399,0.15529802441596985
1685383700.1532156,11449,0.07219379395246506
1685383703.7126174,11499,0.06414876133203506
1685383708.0035625,11549,0.08238416910171509
1685383712.5841644,11599,0.06799324601888657
1685383716.167592,11649,0.0676451325416565
1685383719.7204335,11699,0.09911762177944183
1685383724.4102125,11749,0.08622954785823822
1685383728.6334646,11799,0.03345131501555443
1685383732.2870684,11849,0.07514958083629608
1685383735.847149,11899,0.15585234761238098
1685383740.8083751,11949,0.05737164616584778
1685383744.7567062,11999,0.06826193630695343
1685383748.397789,12049,0.06291241198778152
1685383752.126874,12099,0.08834943175315857
1685383757.3518867,12149,0.061188340187072754
1685383761.1213021,12199,0.07751151919364929
1685383764.7521517,12249,0.061971515417099
1685383768.962987,12299,0.026212943717837334
1685383773.8402708,12349,0.08934871107339859
1685383777.4556353,12399,0.06978020071983337
1685383781.0355315,12449,0.0409994050860405
1685383785.4378924,12499,0.08466961979866028
1685383789.9790244,12549,0.06854120641946793
1685383793.5537772,12599,0.09077384322881699
1685383797.1255057,12649,0.09794698655605316
1685383801.7791471,12699,0.12266699969768524
1685383806.0937598,12749,0.04367101192474365
1685383809.7166002,12799,0.06437334418296814
1685383813.3717775,12849,0.05600128322839737
1685383818.3063393,12899,0.05695471912622452
1685383822.413532,12949,0.030664727091789246
1685383825.952556,12999,0.07758715748786926
1685383829.5080652,13049,0.058096885681152344
1685383834.7108896,13099,0.08053021878004074
1685383838.4739566,13149,0.0444057434797287
1685383842.0232725,13199,0.10935617983341217
1685383845.9039173,13249,0.053992047905921936
1685383851.040963,13299,0.060748226940631866
1685383854.6570156,13349,0.06998813897371292
1685383858.2292075,13399,0.07435957342386246
1685383862.3171523,13449,0.053702957928180695
1685383867.1443582,13499,0.1097596138715744
1685383870.699259,13549,0.08407629281282425
1685383874.3871765,13599,0.08511009067296982
1685383878.704854,13649,0.08463308960199356
1685383883.419637,13699,0.06790214776992798
1685383887.0667868,13749,0.05773312225937843
1685383890.6782236,13799,0.10199132561683655
1685383895.31187,13849,0.114190474152565
1685383899.679912,13899,0.05980885773897171
1685383903.269178,13949,0.04356319457292557
1685383906.8278344,13999,0.04966796934604645
1685383911.9199288,14049,0.07202039659023285
1685383915.9237993,14099,0.062019407749176025
1685383919.517862,14149,0.06254760921001434
1685383923.1467211,14199,0.11027409136295319
1685383928.4470704,14249,0.06631042063236237
1685383932.1115336,14299,0.06783218681812286
1685383935.7231605,14349,0.07769535481929779
1685383939.574908,14399,0.01629134826362133
1685383944.6758316,14449,0.08878717571496964
1685383948.235162,14499,0.05514021962881088
1685383951.813735,14549,0.08879241347312927
1685383955.8311307,14599,0.12452058494091034
1685383960.7360423,14649,0.04954581335186958
1685383964.2780595,14699,0.07058364152908325
1685383967.8401377,14749,0.10342579334974289
1685383972.1270993,14799,0.03232450783252716
1685383976.9141066,14849,0.07397106289863586
1685383980.4913774,14899,0.04431314766407013
1685383984.10657,14949,0.07999830693006516
1685383988.644804,14999,0.053392622619867325
1685383993.0080326,15049,0.05439635366201401
1685383996.5729046,15099,0.07623465359210968
1685384000.1421585,15149,0.06818950176239014
1685384005.0242274,15199,0.06971823424100876
1685384009.1182716,15249,0.08502402901649475
1685384012.7261302,15299,0.05587991327047348
1685384016.4497516,15349,0.06295748054981232
1685384021.705971,15399,0.09053719788789749
1685384025.2760448,15449,0.10695450752973557
1685384028.833396,15499,0.03082878887653351
1685384032.8540776,15549,0.0813702940940857
1685384037.8885415,15599,0.08802253007888794
1685384041.5042367,15649,0.06847342848777771
1685384045.099199,15699,0.07728812098503113
1685384049.4071622,15749,0.053234610706567764
1685384054.0388653,15799,0.08566667139530182
1685384057.594704,15849,0.07696458697319031
1685384061.166303,15899,0.07618061453104019
1685384065.7533216,15949,0.06511951982975006
1685384070.121848,15999,0.07718756794929504
1685384073.6966336,16049,0.035535119473934174
1685384077.347918,16099,0.06610419601202011
1685384082.2282183,16149,0.039593033492565155
1685384086.206615,16199,0.05757230892777443
1685384089.8320725,16249,0.08080150932073593
1685384093.5420222,16299,0.042209237813949585
1685384098.9907105,16349,0.026714487001299858
1685384102.6008844,16399,0.04185415804386139
1685384106.1665454,16449,0.08240991830825806
1685384110.1082792,16499,0.09158427268266678
1685384115.0623832,16549,0.06811685860157013
1685384118.595202,16599,0.04884270578622818
1685384122.1465678,16649,0.08905822038650513
1685384126.3425965,16699,0.0982946902513504
1685384131.236543,16749,0.08695434033870697
